4/25/2015 8:28:42	591881506991132672	tweeteringuise	Evangelists begin prowling #NepalEarthquake https://t.co/RKVpXO9DpC	just another tweeter. tweets and rts may not confirm with your perception of morality.	94	1	1
4/26/2015 4:44:09	592187383191179265	ensine	Saffron terrorists are already in #Nepal to help needy. Proud of #RSS #NepalEarthquake http://t.co/9XYCnrPutD	a proud hindusthani	4750	1	1
4/26/2015 4:44:44	592187532260937728	Dayweekaa	Instead of saving humanity, these #SoulVultures are upto selling their Jesus in turn of rescue of #NepalEarthquake victims.	stuck between the horizon and the shore, i'm sailing in the ocean of hope and curiosity.	575	1	1
4/26/2015 4:44:49	592187554176204802	Sonu_Bhaskar	(4) #Shame on 'faith-marketers' - Hunting #NepalEarthQuake victims for #soulharvest?#SoulVultures @KanchanGupta http://t.co/TaOTvLavsl	making a positive difference; i'm on a quest to experience life! neuroscientist, humanitarian, medico, poet, saggitarian & an altruist at heart.	7052	1	1
4/26/2015 4:46:43	592188032008097795	Sonu_Bhaskar	(6) #Shame on 'faith-marketers' - Hunting #NepalEarthQuake victims for #soulharvest?#SoulVultures @KanchanGupta http://t.co/qsXX0AYrxQ	making a positive difference; i'm on a quest to experience life! neuroscientist, humanitarian, medico, poet, saggitarian & an altruist at heart.	7052	1	1
4/26/2015 4:47:20	592188185624510464	anuraagsharrma	#SoulVultures,1who cudnt help himself, can't help hu cum 2 his 'fold'.True GOD krishna will.Ppl frm his land 1st to reach #NepalEarthquake	actor,support euthanasia,not aam, a saadhaaran aadmi. keepin an eye on modi, his promise of 1 india 1 nation. proud non telugu speakin andhrite born in mumbai	124	1	1
4/26/2015 4:49:02	592188612701106177	Dayweekaa	Nepalese please keep away from #SoulVultures Evangelists who while rescuing u, will ask to pledge to church and jesus. #NepalEarthquake	stuck between the horizon and the shore, i'm sailing in the ocean of hope and curiosity.	575	1	1
4/26/2015 4:49:05	592188624860381184	DebashishHiTs	No media is talking about fringe or mainstream even though #SoulVultures have left nothing ambiguous #NepalEarthquake http://t.co/W5rfCkOXgR	views r mine, re-tweets r not. nothing to do with profession. laughter is the best medicine, tears r best soul-cleanser, music best purifier.	1071	1	0
4/26/2015 4:50:22	592188949407338496	prashanth1247	1800+ Killed in Earth Quake http://t.co/iVh71OaLyw #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 4:51:18	592189182941900803	confess2gaurav	Can media stop asking victims of #NepalEarthquake "How you are feeling after lossing everything" Grossly Insensitive #Presstitutes	finding myself ....     ..... .. !!	456	1	0
4/26/2015 4:51:23	592189205733707776	addictiveeee	The mock these bigots spread ..is this christianity? #getlost #getwellsoon #NepalEarthquake #NepalQuake #earthquake https://t.co/GyMfDazSQq	been there done that... finance-music-foodie-traveller-fitness	288	1	0
4/26/2015 4:53:02	592189619673804801	RITURATHAUR	NEPAL BEWARE.. The #evangelicalvultures on the prowl! If this is Christanity,thank God I am a HINDU #NepalEarthquake http://t.co/un4Iy0fQxZ	entrepreneur♥proud indian♥proud hindu♥believe in satyamev jaayte will always stand by righteousness	13221	1	1
4/26/2015 4:53:03	592189623100514304	iDev_Kumar	Xtain Missionaries have activated their dirty plan to convert nepeles into faith of #Porn Xtain #NepalEarthquake	i voted for brave modi ....! but that man of action is missing now a days !!	165	1	1
4/26/2015 5:00:15	5.92191E+17	trackevangelism	Soul Harvesters response after #NepalEarthquake For FB screenshots, read text #SoulVultures https://t.co/JwSg2opLpl	https://t.co/l9c7elv5ix	2895	1	0
4/26/2015 5:01:18	592191701738860545	sharan070192	Bloody Vatican douchebags rejoicing as disasters "opens window" to carry their mission #NepalEarthquake #SoulVultures http://t.co/S4DGLEDmQ0		964	1	1
4/26/2015 5:02:20	592191961412468736	rkganjoo84	#SoulVultures, dose victims dnt need ur Bible, Gospel &amp; Jesus dey need humanity 2 save demselves So just F off Evangelists #NepalEarthquake		49	1	1
4/26/2015 5:03:10	592192171471556608	InfoMumbai	Nepal is in Danger Reason? @RedCross &amp; @IslamicReliefUK is doing rescue "+ can convert Hindus" Lolz morons grow up  #NepalEarthquake	[bettermumbai,betteryou] curator @missiontwisha (sweety makwana)coordinating in rescue ops & guidance for mumbaikars,privacy issues? cant tweet? ok,dm us :-)	10605	1	1
4/26/2015 5:07:42	592193310451585024	innocentengg	#NepalEarthquake Christian ajents are exploiting. If Gospel/Christ can prevent such things then how come GREECE is Bankrupt... Think about..		2	1	1
4/26/2015 5:09:50	592193848454946816	ravighiyar	Dear leader of #SoulVultures @Pontifex, is this what your Jesus taught to you guys? Soul trading in #NepalEarthquake http://t.co/W5NxQRdxVT	production engineer | svnit alumni | interested in spirituality and politics | views personal.	7415	1	1
4/26/2015 5:13:51	592194857763934208	subodhdgame	Dear #SoulVultures seeing opportunity in the plight of victims of #NepalEarthquake just wanna say this AakThuu. http://t.co/Nvlb0ttNnl	yeh bio kya hota hai.???	30	1	1
4/26/2015 5:16:19	592195479871430656	RealZaidHamid_	Praise the lord #SoulVultures #NepalEarthquake #Nepal http://t.co/9YdkjCqW2x	we do not allow any debate because our word is final and pure. we have facts & dont need to present them.we are right. jihadist, parody http://t.co/zusmii1tug.	3062	1	1
4/26/2015 5:16:52	592195620221255681	GanapathyI	not seen any tweet from Christian Org from India talking abt help to #NepalEarthquake without talking abt Soul Harvesting #SoulVultures	right-wing hindu. keen on politics, economy, tech ventures, business & international affairs. #trump4president	1509	1	1
4/26/2015 5:17:18	592195727566053377	DebashishHiTs	#ChristiansAreUnder attack of #ISIS #BokoHaram but #SoulVultures busy preying dead &amp; destitute of #NepalEarthquake https://t.co/WKfwNxE8v9	views r mine, re-tweets r not. nothing to do with profession. laughter is the best medicine, tears r best soul-cleanser, music best purifier.	1071	1	1
4/26/2015 5:19:43	592196337321385985	SangitaSri	A opportunity for Religious conversions?????? #SoulVultures #NepalEarthquake https://t.co/SQRqGlb8Gv	egov strategist, author, open data(http://t.co/thxer1wm8f), hm award (http://t.co/hh2r6gnrrc) ranked in the top 35 nri indian influencers list by @pinstorm	13246	1	0
4/26/2015 5:20:36	592196557945982976	Mayank43Shukla	#GharWapsi remains to be seen whether those who blew # out of proportion dare report #EvangelicalVultures scavenging #NepalEarthquake.	nationalist who believes indias first	122	1	0
4/26/2015 5:24:36	592197565715582977	Dayweekaa	Those #NepalEarthquake victims need help &amp; humanity, not ur Gospel/Jesus. Keep ur religion out of rescue ops, leave 'em alone.#SoulVultures	stuck between the horizon and the shore, i'm sailing in the ocean of hope and curiosity.	575	1	2
4/26/2015 5:29:53	592198894655774721	dhanjitgiri	Christian Missionaries are ready to Harvest Soul &amp; use #NepalEarthquake disaster to convert see pic 1 I am... http://t.co/xtKnyHih6s	#it professional honored 2 be followed by @narendramodi #truefollower of@yogrishiramdev, @swamy39,#namo,      ! rt != endorsement	6607	1	1
4/26/2015 5:30:33	592199060930633728	prashanth1247	1800+ Killed in Earth Quake http://t.co/PgwhPrjBPC #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 5:34:02	592199936625651712	Nilesh_Machkar	@barackobama @trackevangelism: Soul Harvesters response #NepalEarthquake 4 FB screenshots, read text #SoulVultures https://t.co/Er8d51b7O4"	live for india	75	1	1
4/26/2015 5:34:12	592199978996502528	JDhwani	These guys ain't worried abt #NepalEarthquake sufferers, they are worried abt Christ absence in Nepal! Shame! Rgds. http://t.co/sfsq00hjb5	rss swayamsevak, studying law & social activist.	527	1	1
4/26/2015 5:35:37	592200338142179329	inrealisation	Expose #SoulVultures once and for all. The Christian Evangelists are looking to harvest both dead and living souls. #NepalEarthquake	support: self-discovery, vegetarianism, anti-natalism fight: religious bigotry, pseudo-secularism, evangelisation by i&c cults	153	1	1
4/26/2015 5:37:17	592200754485547009	shalinmishra333	Shame on you #SoulVultures u ppl are a blot to humanity. #NepalEarthquake	...	34	1	1
4/26/2015 5:37:20	592200769580847105	CutePikachu08	This is disgraceful #Missionaries being a mess in such tragic times of #NepalEarthquake . Beware of Vultures. http://t.co/LG8hiilW7Y	all views are mine ,my friends wish they had them | upcoming engineer | queen of awkwardness | loves programming, painting & sketching |	5	1	1
4/26/2015 5:41:05	592201711147581440	sanyuktaaah	Meanwhile @timesofindia gets pleasure by displaying a victim's pic on its front page. #Presstitutes #NepalEarthquake http://t.co/Tcig0KdnQn	chaos is order yet undeciphered	424	1	1
4/26/2015 5:45:52	592202914925572096	ce7669131e0f466	So Filthy Christian #SoulVultures of bastard son of God are treating #NepalEarthquake like a conversion opportunity ? http://t.co/sthIBeOmnD	isis, ,	28	1	1
4/26/2015 5:47:31	592203332812414976	newsflicks	Nepalis have a family in 125 cr Indians' Modi's #MannKiBaat #SoulVultures #earthquake #NepalEarthquake http://t.co/yPmMwIe9UZ	india's first visual, mobile, news app. stories that engage, interact, entertain and inform from @indiatoday	19667	1	0
4/26/2015 5:49:41	592203878638092288	ViragPachpore	Nepalis have a family in 125 cr Indians' Modi's #MannKiBaat #SoulVultures #earthquake #NepalEarthquake . Great Modiji, simply great!	senior editor, http://t.co/27wwfmlf2r, interested in christian activities, muslim dialogue, tribals, northeastern region, journalism, rss, bjp,	223	1	0
4/26/2015 5:49:44	592203887504855040	bjphimachal	Nepalis have a family in 125 cr Indians' Modi's #MannKiBaat #SoulVultures #earthquake #NepalEarthquake http://t.co/TMupFSMjGE	bjp himachal pradesh	21534	1	0
4/26/2015 5:50:13	592204010754572288	prashanth1247	1800+ Killed in Earth Quake http://t.co/0jjlAxnUkd #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 5:50:49	592204163066429440	RW_HITMAN	This is what #SoulVultures @Pontifex is sayings to victim's in #NepalEarthquake @shakira @justinbieber @SrBachchan http://t.co/vAL0GbExKm	those who belive in gandhi teaching of presenting other cheek when slapped should also present their sisters to rapist in case wife was already raped.	6611	1	0
4/26/2015 5:58:06	592205996442849280	sharsanj	Rescue teams for #NepalEarthquake n there r #soulvultures for other kind of work. Evangelists making xtians out of dead people.	master mariner ! sailing on world's largest bulk carriers ! rts may not be endorsement | simply nationalistic ! i luv my india ! nothing in life is permanent!	1599	1	1
4/26/2015 6:00:14	592206533460512768	DIPAKRATHOD999	Christian missionaries are seeing opportunity in #NepalEarthquake wt kind of religion is this ?? #SoulVultures	staunch namo supporter,hate sickulars;hate pimpmedia. *proud hindu*	1009	1	1
4/26/2015 6:03:52	592207444475940864	AshishPandey	#WTF! #SoulVultures Fucking Christian Evangelists! They're really happy abt #NepalEarthquake giving an opportunity to convert!	purveyor of dreams. insight-miner. word-player. tweets on foreign policy+economics+politics+film trivia+music+books. tweets personal. follows+rtendorsement	291	1	1
4/26/2015 6:07:36	592208384658538496	ootbdevk	Jihadi's say convert or die. Evangelist say they are dying let's convert them. #NepalEarthquake	a proud indian nationalist. retweet is not endorsement.	211	1	1
4/26/2015 6:08:57	592208727333150720	nikita_stha	Sad! Appalling! Disgraceful!! #Missionaries trying to 'harvest souls' even in such tragic times of #NepalEarthquake http://t.co/JQezSv8Cy1	life is not about waiting for the storm to go away its about learning to dance in the rain-taylor swift	24	1	1
4/26/2015 6:10:13	592209043877302272	vivekanand_rai	Nature's fury or Lord Shiva's third eye can create devastation in a moment.HIs might is inexplicable.Oh Lord !!Save us!!#NepalEarthquake	oil/gas industry professional....	115	1	2
4/26/2015 6:11:03	592209254452310016	ChinnuVS	Shame on these people!! Doubt if they have a human soul in them!! #SoulVultures #IndiaWithNepal #NepalEarthquake	bharathvanshi	40	1	1
4/26/2015 6:11:29	592209364959633408	sharsanj	In the wild we have hyenas n vultures fighting over dead bodies. In #NepalEarthquake we have #Soulvultures	master mariner ! sailing on world's largest bulk carriers ! rts may not be endorsement | simply nationalistic ! i luv my india ! nothing in life is permanent!	1599	1	1
4/26/2015 6:12:00	592209493372600320	PakistanRetweet	RT Maiza Hameed MaizaHameed : Hoping the terrifying aftershock come to and end a friend in #NepalEarthquake just msged prayers from #Pakis	tweet using the hashtag #pakistan to get your tweet re-tweeted.. rts ≠ endorsements...	691	1	0
4/26/2015 6:12:01	592209498061742080	amitakjain	#WeStandTogether this is our real culture and religion. http://t.co/Crz23sYPxW #earthquake #SoulVultures #NepalEarthquake	profile    !        , follow     ! (biologic+emotion+intellectu)aly indian	1472	1	0
4/26/2015 6:14:36	592210147532939264	odradesh	Xn #SoulVultures feel happy that they get so many corpses 2 feed on &amp; they even think they are doing a service 2 mankind . #NepalEarthquake	avid reader,gamer. proud hindu,proud indian . you wd like my tl if u understand the difference between peaceful & non-voilent. i defend hindus,india & humanity.	566	1	1
4/26/2015 6:16:32	592210633233301504	DandekarH	@ndtv reporter asking #NepalEarthquake victim how many fmy member hv died? R U Serious #Presstitutes?Sick #Morons	stands for truth, courage, compassion and character. proud indian,patriot,love to learn abt universe,vedas,spirituality. believe india first. #nri #trustmodi	139	1	0
4/26/2015 6:19:16	592211323619921920	AamAadmiPartly	This is what it is. #MannKiBaat #SoulVultures #NepalEarthquake @RSSorg @DesiBakchod @PuraneeBastee @VyangyaPuraan http://t.co/DiFgWuCo8z	दुनिया बवंडर है। हम लफंडर हैं। पता नहीं कैसे कटेगी ज़िन्दगी। एक काम करो... vodka ले आओ जूस में मिला कर।	208	1	0
4/26/2015 6:20:27	592211617514815488	WandererSS6	These #SoulVultures are circling their prey in Nepal. Their mission is to lure #NepalEarthquake victims into conversion in Xtianity.	mkt research analyst|kashmiri pandit deserted from our paradise|proud indian|believes in do what makes you happy.	204	1	1
